,area_m2,price_usd,lat,lon,place
1918,84,99856.45,-12.9882594,-38.5178976,Salvador
1919,160,222194.0,-13.000443,-38.45739,Salvador
1920,65,99856.45,-12.962178,-38.431129,Salvador
1921,84,99856.45,-12.9882594,-38.5178976,Salvador
1922,210,374461.71,-13.004878,-38.532276,Salvador
1928,135,84253.88,-12.145388,-45.011203,Barreiras
1929,160,202833.42,-14.862928,-40.81661,Vitória da Conquista
1933,70,90494.91,-16.556618,-39.237553,Porto Seguro
1934,60,93615.42,-12.96958,-38.435284,Salvador
1935,215,305810.39,-13.004878,-38.532276,Salvador
1936,166,358859.13,-12.950598,-38.40873,Salvador
1937,92,143543.65,-13.0002554,-38.5188762,Salvador
1938,102,174748.79,-12.992462,-38.444553,Salvador
1939,89,149784.68,-13.000443,-38.45739,Salvador
1940,134,171628.28,-12.992472,-38.52298,Salvador
1941,60,93615.42,-12.96958,-38.435284,Salvador
1942,215,305810.39,-13.004878,-38.532276,Salvador
1943,200,458715.59,-12.993305,-38.45739,Salvador
1944,241,349162.01,-13.000164,-38.489021,Salvador
1945,85,75752.79,-12.971625,-38.486305,Salvador
1946,126,282494.79,-13.000164,-38.489021,Salvador
1947,126,436871.99,-13.004092,-38.5047,Salvador
1948,102,174748.79,-12.992462,-38.444553,Salvador
1949,89,149784.68,-13.000443,-38.45739,Salvador
1951,200,343256.56,-12.9685434,-38.4143806,Salvador
1952,81,140423.14,-12.996323,-38.481049,Salvador
1954,118,230918.05,-12.9994819,-38.4560755,Salvador
1956,77,134182.11,-13.000443,-38.45739,Salvador
1957,120,143543.65,-13.004092,-38.5047,Salvador
1958,99,177869.31,-12.998506,-38.52309,Salvador
1959,102,265243.71,-12.996323,-38.481049,Salvador
1960,150,218435.99,-13.004092,-38.5047,Salvador
1961,58,81133.37,-12.974941,-38.440117,Salvador
1962,92,162266.74,-12.98223,-38.43898,Salvador
1963,150,218435.99,-13.004092,-38.5047,Salvador
1966,83,124820.57,-12.852844,-38.32711,Lauro de Freitas
1968,150,305810.39,-14.6833333,-41.0333333,Salvador
1969,70,92055.17,-14.835998,-39.030438,Ilhéus
1970,73,81133.37,-16.556618,-39.237553,Porto Seguro
1971,62,87374.39,-14.831258,-39.028823,Ilhéus
1972,95,218435.99,-12.993305,-38.45739,Salvador
1973,98,115459.02,-13.0011477,-38.5276304,Salvador
1974,98,115459.02,-13.0011477,-38.5276304,Salvador
1975,96,98296.19,-13.004878,-38.532276,Salvador
1976,88,118579.54,-12.9975668,-38.5167332,Salvador
1977,96,98296.19,-13.004878,-38.532276,Salvador
1978,93,152905.19,-12.950598,-38.40873,Salvador
1979,55,98296.19,-12.950598,-38.40873,Salvador
1980,88,140423.14,-12.964468,-38.417938,Salvador
1981,131,210010.6,-12.950598,-38.40873,Salvador
1982,172,280846.28,-12.950598,-38.40873,Salvador
1984,109,151656.99,-12.965071,-38.435036,Salvador
1985,109,140111.09,-12.965071,-38.435036,Salvador
1986,79,128253.13,-12.941992,-38.403465,Salvador
1987,131,218435.99,-12.941992,-38.403465,Salvador
1990,74,118579.54,-12.992462,-38.444553,Salvador
1991,118,146664.17,-12.991933,-38.465279,Salvador
1992,116,118579.54,-13.000443,-38.45739,Salvador
1993,105,140423.14,-12.985207,-38.456074,Salvador
1994,135,116083.13,-12.993533,-38.526047,Salvador
1995,75,124820.57,-12.941992,-38.403465,Salvador
1996,118,146664.17,-12.991933,-38.465279,Salvador
1997,116,118579.54,-13.000443,-38.45739,Salvador
1998,135,116083.13,-12.993533,-38.526047,Salvador
1999,105,140423.14,-12.985207,-38.456074,Salvador
2000,75,124820.57,-12.941992,-38.403465,Salvador
2001,172,249641.14,-13.000018,-38.511448,Salvador
2003,162,114257.62,-14.88035,-40.827562,Vitória da Conquista
2004,96,81133.37,-16.556618,-39.237553,Porto Seguro
2005,87,142036.48,-13.006807767,-38.4906056724,Salvador
2006,86,82693.62,-12.989811,-38.484592,Salvador
2007,78,86750.29,-12.990577,-38.510612,Salvador
2008,80,115459.02,-12.993305,-38.45739,Salvador
2009,115,84253.88,-12.974986,-38.490906,Salvador
2010,86,82693.62,-12.989811,-38.484592,Salvador
2011,80,115459.02,-12.993305,-38.45739,Salvador
2013,115,84253.88,-12.974986,-38.490906,Salvador
2014,77,98296.19,-13.000443,-38.45739,Salvador
2015,130,171628.28,-12.998506,-38.52309,Salvador
2016,110,196592.39,-12.993305,-38.45739,Salvador
2017,120,209074.45,-12.993305,-38.45739,Salvador
2018,142,464956.62,-13.004878,-38.532276,Salvador
2023,92,109217.99,-12.852844,-38.32711,Lauro de Freitas
2024,170,343256.56,-12.9722286,-38.5014201,Salvador
2025,130,156025.71,-12.991933,-38.465279,Salvador
2026,77,98296.19,-13.000443,-38.45739,Salvador
2027,130,246520.62,-12.993305,-38.45739,Salvador
2028,90,115459.02,-13.001876,-38.501404,Salvador
2030,60,92055.17,-12.98223,-38.43898,Salvador
2031,130,171628.28,-12.998506,-38.52309,Salvador
2032,68,120139.79,-12.962178,-38.431129,Salvador
2033,130,156025.71,-12.991933,-38.465279,Salvador
2035,90,115459.02,-13.001876,-38.501404,Salvador
2037,69,92991.32,-12.9634333,-38.4373734,Salvador
2038,60,92055.17,-12.98223,-38.43898,Salvador
2039,68,120139.79,-12.962178,-38.431129,Salvador
2040,60,81133.37,-13.000443,-38.45739,Salvador
2041,166,280846.28,-12.950598,-38.40873,Salvador
2042,80,171628.28,-12.984901,-38.439594,Salvador
2044,57,82693.62,-14.84601,-39.025576,Ilhéus
2045,200,156025.71,-14.822111,-39.027761,Ilhéus
2046,166,352618.11,-12.941992,-38.403465,Salvador
2047,63,74892.34,-14.846618,-39.028223,Ilhéus
2050,72,92991.32,-12.957254,-38.429649,Salvador
2051,106,182550.08,-12.954545,-38.427147,Salvador
2052,91,129501.34,-12.998506,-38.52309,Salvador
2053,90,88934.65,-12.989663,-38.4874246,Salvador
2056,79,216875.74,-13.0087625,-38.4915625,Salvador
2058,91,129501.34,-12.998506,-38.52309,Salvador
2059,110,199400.86,-12.993305,-38.45739,Salvador
2060,71,120139.79,-12.964468,-38.417938,Salvador
2061,76,102976.97,-12.974941,-38.440117,Salvador
2062,60,106097.48,-12.974941,-38.440117,Salvador
2063,60,106097.48,-12.974941,-38.440117,Salvador
2064,60,106097.48,-12.974941,-38.440117,Salvador
2065,60,96735.94,-12.974941,-38.440117,Salvador
2066,60,96735.94,-12.974941,-38.440117,Salvador
2067,60,96735.94,-12.974941,-38.440117,Salvador
2068,60,102976.97,-12.974941,-38.440117,Salvador
2069,78,99856.45,-12.985207,-38.456074,Salvador
2070,195,335455.28,-12.950598,-38.40873,Salvador
2071,243,418148.91,-12.950598,-38.40873,Salvador
2072,243,455595.08,-12.950598,-38.40873,Salvador
2073,71,120139.79,-12.964468,-38.417938,Salvador
2074,91,163826.99,-12.9429024,-38.3982041,Salvador
2075,67,135742.37,-12.9994819,-38.4560755,Salvador
2076,103,174748.79,-12.9903761,-38.4468721,Salvador
2077,136,112338.51,-12.9903761,-38.4468721,Salvador
2078,70,171628.28,-12.993305,-38.45739,Salvador
2079,195,405666.85,-12.950598,-38.40873,Salvador
2080,155,374461.71,-12.9619577,-38.4091163,Salvador
2081,69,87374.39,-12.9571867,-38.4648127,Salvador
2082,113,171628.28,-13.004092,-38.5047,Salvador
2083,163,156025.71,-12.993533,-38.526047,Salvador
2084,126,199712.91,-12.998506,-38.52309,Salvador
2086,113,171628.28,-13.004092,-38.5047,Salvador
2088,163,156025.71,-12.993533,-38.526047,Salvador
2089,126,199712.91,-12.998506,-38.52309,Salvador
2090,137,232478.31,-12.994513,-38.479004,Salvador
2091,82,78012.85,-12.992462,-38.444553,Salvador
2092,71,82693.62,-12.992462,-38.444553,Salvador
2093,147,84253.88,-12.992462,-38.444553,Salvador
2094,72,134182.11,-12.983234,-38.443928,Salvador
2095,92,227797.54,-12.98223,-38.43898,Salvador
2096,107,234038.56,-12.941992,-38.403465,Salvador
2097,119,88934.65,-14.854334,-40.826259,Vitória da Conquista
2098,119,96735.94,-14.854334,-40.826259,Vitória da Conquista
2099,80,81133.37,-14.853017,-40.825531,Vitória da Conquista
2101,100,143543.65,-14.859139,-40.817274,Vitória da Conquista
2103,71,82693.62,-12.992462,-38.444553,Salvador
2104,147,84253.88,-12.992462,-38.444553,Salvador
2105,72,134182.11,-12.983234,-38.443928,Salvador
2106,92,227797.54,-12.98223,-38.43898,Salvador
2107,107,234038.56,-12.941992,-38.403465,Salvador
2108,78,101003.72,-12.9326664,-38.3579676,Salvador
2110,113,234038.56,-12.936793,-38.400051,Salvador
2111,79,121700.05,-12.957254,-38.429649,Salvador
2112,80,90494.91,-13.009679,-38.486305,Salvador
2113,104,102976.97,-13.009875,-38.481541,Salvador
2114,99,124820.57,-13.009875,-38.481541,Salvador
2115,61,102976.97,-12.98223,-38.43898,Salvador
2116,61,102976.97,-12.98223,-38.43898,Salvador
2117,66,124820.57,-12.992462,-38.444553,Salvador
2118,193,280846.28,-12.972229,-38.501419,Salvador
2120,228,436871.99,-12.998506,-38.52309,Salvador
2121,76,152905.19,-12.984901,-38.439594,Salvador
2123,86,131061.59,-12.993305,-38.45739,Salvador
2125,80,90494.91,-13.009679,-38.486305,Salvador
2126,104,102976.97,-13.009875,-38.481541,Salvador
2129,61,102976.97,-12.98223,-38.43898,Salvador
2130,86,131061.59,-12.993305,-38.45739,Salvador
2131,80,140423.14,-12.983924,-38.450443,Salvador
2133,92,201273.16,-12.993305,-38.45739,Salvador
2134,77,146352.11,-12.993889,-38.479481,Salvador
2135,111,171628.28,-12.991933,-38.465279,Salvador
2137,77,146352.11,-12.993889,-38.479481,Salvador
2138,111,171628.28,-12.991933,-38.465279,Salvador
2139,72,74892.34,-12.957624,-38.45739,Salvador
2140,72,102976.97,-12.971983,-38.435127,Salvador
2142,120,99856.45,-12.9989637,-38.4983503,Salvador
2143,107,121700.05,-14.74019,-39.064465,Ilhéus
2144,72,76452.59,-14.851018,-40.819704,Vitória da Conquista
2146,79,140423.14,-12.957254,-38.429649,Salvador
2147,231,374461.71,-12.964468,-38.417938,Salvador
2148,113,148848.53,-12.9975183,-38.5181891,Salvador
2149,90,93615.42,-13.001876,-38.501404,Salvador
2151,63,137302.62,-12.974083,-38.431091,Salvador
2152,110,182550.08,-12.996323,-38.481049,Salvador
2153,74,79573.11,-12.9910727,-38.4815557,Salvador
2154,115,202833.42,-12.9871745,-38.4624288,Salvador
2155,178,499282.28,-13.004878,-38.532276,Salvador
2156,66,112338.51,-13.000443,-38.45739,Salvador
2157,115,202833.42,-12.9871745,-38.4624288,Salvador
2158,90,93615.42,-13.001876,-38.501404,Salvador
2159,63,137302.62,-12.974083,-38.431091,Salvador
2160,110,182550.08,-12.996323,-38.481049,Salvador
2161,178,499282.28,-13.004878,-38.532276,Salvador
2162,78,88934.65,-12.978013,-38.443554,Salvador
2163,57,79573.11,-12.965071,-38.435036,Salvador
2164,155,265243.71,-12.950598,-38.40873,Salvador
2165,68,112338.51,-12.9903761,-38.4468721,Salvador
2167,103,115459.02,-14.86265,-40.82159,Vitória da Conquista
2168,65,190351.36,-12.998506,-38.52309,Salvador
2169,90,162266.74,-12.998506,-38.52309,Salvador
2170,90,110778.25,-12.998506,-38.52309,Salvador
2171,143,410659.67,-13.004878,-38.532276,Salvador
2172,117,234038.56,-12.985207,-38.456074,Salvador
2173,135,340136.05,-12.992472,-38.52298,Salvador
2174,94,131061.59,-12.981382,-38.444435,Salvador
2175,94,131061.59,-12.981382,-38.444435,Salvador
2176,79,109217.99,-13.000443,-38.45739,Salvador
2177,90,140423.14,-12.981397,-38.441444,Salvador
2178,109,180989.82,-13.001801,-38.517838,Salvador
2180,207,227797.54,-13.000443,-38.45739,Salvador
2181,82,82693.62,-12.993305,-38.45739,Salvador
2182,82,99856.45,-12.973222,-38.435795,Salvador
2183,78,121700.05,-12.993889,-38.479481,Salvador
2185,207,227797.54,-13.000443,-38.45739,Salvador
2186,82,99856.45,-12.973222,-38.435795,Salvador
2187,78,121700.05,-12.993889,-38.479481,Salvador
2188,113,274605.25,-12.964468,-38.417938,Salvador
2190,195,318292.45,-13.000164,-38.489021,Salvador
2191,154,199712.91,-13.002345,-38.528343,Salvador
2192,225,301909.75,-12.951873,-38.4057121,Salvador
2193,187,481829.24,-12.94999,-38.391624,Salvador
2194,130,210141.67,-12.9523732,-38.4070229,Salvador
2195,109,234038.56,-12.985207,-38.456074,Salvador
2196,88,147756.35,-12.951873,-38.4057121,Salvador
2197,123,180989.82,-12.9858046,-38.4672847,Salvador
2198,142,209886.1,-12.9858046,-38.4672847,Salvador
2199,155,231171.44,-12.964468,-38.417938,Salvador
2200,113,215717.71,-12.964468,-38.417938,Salvador
2202,60,86899.45,-12.995789,-38.516903,Salvador
2203,72,103356.73,-12.995789,-38.516903,Salvador
2204,84,120401.61,-12.995789,-38.516903,Salvador
2205,72,106608.62,-12.995789,-38.516903,Salvador
2206,134,193680.64,-12.951873,-38.4057121,Salvador
2207,180,249609.93,-12.951873,-38.4057121,Salvador
2208,110,143496.84,-12.9523732,-38.4070229,Salvador
2209,90,134743.18,-12.964468,-38.417938,Salvador
2210,75,114421.45,-12.964468,-38.417938,Salvador
2211,133,226861.38,-12.98223,-38.43898,Salvador
2212,133,230478.99,-12.98223,-38.43898,Salvador
2213,119,234038.56,-12.993533,-38.526047,Salvador
2214,96,109217.99,-13.009679,-38.486305,Salvador
2216,72,88934.65,-12.992462,-38.444553,Salvador
2217,176,259002.68,-12.991933,-38.465279,Salvador
2219,91,82693.62,-13.000443,-38.45739,Salvador
2220,76,92055.17,-12.971625,-38.486305,Salvador
2222,54,81757.47,-12.965071,-38.435036,Salvador
2223,54,85190.03,-12.965071,-38.435036,Salvador
2224,96,171628.28,-12.941992,-38.403465,Salvador
2225,150,218435.99,-12.9857,-38.519516,Salvador
2226,74,118579.54,-12.98223,-38.43898,Salvador
2227,100,227797.54,-12.992472,-38.52298,Salvador
2228,92,156025.71,-12.985207,-38.456074,Salvador
2229,72,102976.97,-13.0093166,-38.4828866,Salvador
2230,94,149784.68,-13.0079949,-38.5082536,Salvador
2231,154,202833.42,-12.993305,-38.45739,Salvador
2232,82,78012.85,-12.989811,-38.484592,Salvador
2233,137,249641.14,-12.980449,-38.4560755,Salvador
2234,74,238860.07,-13.004092,-38.5047,Salvador
2235,120,275240.59,-13.004092,-38.5047,Salvador
2236,103,112338.51,-12.989811,-38.484592,Salvador
2237,82,78012.85,-12.989811,-38.484592,Salvador
2238,72,88934.65,-12.992462,-38.444553,Salvador
2239,176,259002.68,-12.991933,-38.465279,Salvador
2240,72,102976.97,-13.0093166,-38.4828866,Salvador
2241,180,199712.91,-13.000443,-38.45739,Salvador
2242,91,82693.62,-13.000443,-38.45739,Salvador
2243,70,124820.57,-13.000443,-38.45739,Salvador
2244,154,202833.42,-12.993305,-38.45739,Salvador
2245,76,92055.17,-12.971625,-38.486305,Salvador
2246,72,118579.54,-12.974941,-38.440117,Salvador
2247,73,99856.45,-12.974941,-38.440117,Salvador
2248,54,81757.47,-12.965071,-38.435036,Salvador
2249,54,85190.03,-12.965071,-38.435036,Salvador
2250,70,124820.57,-13.000443,-38.45739,Salvador
2251,72,118579.54,-12.974941,-38.440117,Salvador
2252,153,280846.28,-13.000443,-38.45739,Salvador
2253,122,296162.39,-12.985207,-38.456074,Salvador
2254,122,319948.82,-12.985207,-38.456074,Salvador
2255,116,163784.24,-12.951873,-38.4057121,Salvador
2256,232,312546.33,-12.951873,-38.4057121,Salvador
2257,171,252179.05,-12.9523732,-38.4070229,Salvador
2258,110,162573.48,-12.9523732,-38.4070229,Salvador
2259,68,74892.34,-14.874759,-40.809179,Vitória da Conquista
2260,80,121700.05,-12.9994819,-38.4560755,Salvador
2261,157,234038.56,-12.9928931,-38.4665922,Salvador
2262,146,438928.41,-13.004092,-38.5047,Salvador
2263,79,128561.75,-12.941992,-38.403465,Salvador
2265,124,331484.42,-13.000443,-38.45739,Salvador
2266,210,478162.32,-13.0032515,-38.5112012,Salvador
2268,76,187418.39,-12.994164,-38.518372,Salvador
2269,89,226984.02,-12.994164,-38.518372,Salvador
2270,89,230103.6,-12.994164,-38.518372,Salvador
2272,108,202833.42,-12.993305,-38.45739,Salvador
2273,70,121700.05,-12.98223,-38.43898,Salvador
2274,125,134182.11,-13.004878,-38.532276,Salvador
2275,122,278978.34,-12.985207,-38.456074,Salvador
2276,140,413313.36,-12.964468,-38.417938,Salvador
2277,140,430566.37,-12.964468,-38.417938,Salvador
2278,243,493041.25,-12.950598,-38.40873,Salvador
2279,161,446119.32,-12.985207,-38.456074,Salvador
2280,108,202833.42,-12.993305,-38.45739,Salvador
2281,70,121700.05,-12.98223,-38.43898,Salvador
2282,131,283966.79,-12.984901,-38.439594,Salvador
2284,92,162266.74,-12.993889,-38.479481,Salvador
2285,149,305810.39,-12.993305,-38.45739,Salvador
2286,102,152905.19,-12.993305,-38.45739,Salvador
2289,92,162266.74,-12.993889,-38.479481,Salvador
2290,149,305810.39,-12.993305,-38.45739,Salvador
2291,100,187230.85,-14.6833333,-41.0333333,Salvador
2292,95,84253.88,-14.862919,-40.819578,Vitória da Conquista
2293,79,129101.29,-3.90139,-38.39111,Aquiraz
2295,68,95175.68,-3.8485377,-38.3954047,Aquiraz
2296,183,193471.88,-3.8464118,-38.3961259,Aquiraz
2297,120,218435.99,-3.7536822,-38.5120276,Fortaleza
2299,161,280846.28,-3.7352233,-38.4947881,Fortaleza
2301,68,134182.11,-3.7484843,-38.4756068,Fortaleza
2302,78,137302.62,-3.726824,-38.480502,Fortaleza
2304,147,207514.19,-3.8485377,-38.3954047,Aquiraz
2306,94,187230.85,-3.7247577,-38.4874706,Fortaleza
2311,200,349497.59,-3.7607777,-38.4806034,Fortaleza
2312,138,255882.16,-3.7443698,-38.475917,Fortaleza
2313,94,187230.85,-3.7247577,-38.4874706,Fortaleza
2314,120,193471.88,-3.7352233,-38.4947881,Fortaleza
2315,124,137302.62,-3.7456524,-38.4772809,Fortaleza
2316,150,193471.88,-3.7456524,-38.4772809,Fortaleza
2317,65,149784.68,-3.7368765,-38.505031,Fortaleza
2318,65,124820.57,-3.7343519,-38.5147467,Fortaleza
2319,82,124820.57,-3.726824,-38.480502,Fortaleza
2321,137,117019.28,-3.7451144,-38.473601,Fortaleza
2322,82,134182.11,-3.7247577,-38.4874706,Fortaleza
2324,70,123260.31,-3.7280856,-38.5000477,Fortaleza
2326,170,131061.59,-3.7422697,-38.4965336,Fortaleza
2327,74,146664.17,-3.7988561,-38.4919895,Fortaleza
2329,80,180989.82,-3.7398191,-38.4973437,Fortaleza
2330,150,162266.74,-3.7338968,-38.4954373,Fortaleza
2331,125,193471.88,-3.7335323,-38.4931598,Fortaleza
2332,185,177869.31,-3.795147,-38.5008081,Fortaleza
2335,68,171628.28,-3.7286996,-38.5058938,Fortaleza
2336,94,198152.65,-3.7358556,-38.5036334,Fortaleza
2338,66,249641.14,-3.7253635,-38.4911697,Fortaleza
2339,156,296448.85,-3.7456524,-38.4772809,Fortaleza
2340,150,249641.14,-3.762844,-38.4915958,Fortaleza
2341,190,215315.48,-3.7422697,-38.4965336,Fortaleza
2343,65,124820.57,-3.7265496,-38.5098297,Fortaleza
2345,62,118579.54,-3.7210903,-38.5136942,Fortaleza
2346,123,302689.88,-3.7338968,-38.4954373,Fortaleza
2347,101,152905.19,-3.8444033,-38.3915269,Aquiraz
2349,150,212194.96,-3.7280856,-38.5000477,Fortaleza
2350,222,343256.56,-3.7267384,-38.5065383,Fortaleza
2351,146,174748.79,-3.7410913,-38.4966839,Fortaleza
2354,127,177869.31,-3.7391031,-38.5139302,Fortaleza
2355,160,212194.96,-3.730343,-38.5099322,Fortaleza
2356,115,131061.59,-3.7326482,-38.4849489,Fortaleza
2358,105,124820.57,-3.7342783,-38.4881602,Fortaleza
2359,72,162266.74,-3.8477083,-38.3924772,Aquiraz
2360,240,468077.13,-3.7397941,-38.4940919,Fortaleza
2361,77,172083.87,-3.7320931,-38.4887704,Fortaleza
2362,123,270400.04,-3.7358474,-38.5117124,Fortaleza
2363,132,249879.86,-3.7426697,-38.4918443,Fortaleza
2364,58,98421.01,-3.8444033,-38.3915269,Aquiraz
2365,56,146664.17,-3.7265496,-38.5098297,Fortaleza
2367,108,259002.68,-3.7265496,-38.5098297,Fortaleza
2368,162,333895.02,-3.7601416,-38.4855453,Fortaleza
2369,61,149784.68,-3.7345467,-38.4999852,Fortaleza
2371,76,146352.11,-3.7280316,-38.4968074,Fortaleza
2372,120,140423.14,-3.7408391,-38.4941667,Fortaleza
2373,112,224677.02,-3.7442892,-38.4969441,Fortaleza
2374,100,193471.88,-3.7443698,-38.475917,Fortaleza
2375,117,282256.75,-3.7341738,-38.5081168,Fortaleza
2376,79,163021.9,-3.739256,-38.4867108,Fortaleza
2377,137,156025.71,-3.7289422,-38.4842625,Fortaleza
2378,83,124820.57,-3.7834417,-38.4842005,Fortaleza
2379,122,174748.79,-3.742896,-38.5048054,Fortaleza
2381,65,120139.79,-3.8373832,-38.3993213,Aquiraz
2382,138,255882.16,-3.7443698,-38.475917,Fortaleza
2383,164,343256.56,-3.7633776,-38.4854061,Fortaleza
2384,145,281782.43,-3.7682428,-38.4913226,Fortaleza
2385,138,289895.77,-3.7387679,-38.4698894,Fortaleza
2386,55,125756.72,-3.7387679,-38.4698894,Fortaleza
2387,130,216251.63,-3.7387679,-38.4698894,Fortaleza
2388,120,205953.94,-3.7368694,-38.5588985,Fortaleza
2389,240,499282.28,-3.7280856,-38.5000477,Fortaleza
2390,114,199712.91,-3.8444033,-38.3915269,Aquiraz
2391,68,187230.85,-3.7266338,-38.491613,Fortaleza
2392,102,207906.75,-3.824458,-38.418973,Aquiraz
2393,168,350257.44,-3.7589294,-38.490122,Fortaleza
2394,169,347376.89,-3.7609504,-38.4846454,Fortaleza
2395,191,374461.71,-3.7436418,-38.5055843,Fortaleza
2396,130,171628.28,-3.7275776,-38.5067157,Fortaleza
2397,68,109217.99,-3.7369961,-38.4830081,Fortaleza
2398,89,177869.31,-3.7540644,-38.5378565,Fortaleza
2399,240,162266.74,-3.7325145,-38.4610532,Fortaleza
2400,100,131061.59,-3.7342783,-38.4881602,Fortaleza
2401,108,107657.74,-3.7417911,-38.4782765,Fortaleza
2402,132,196592.39,-3.7494184,-38.5058302,Fortaleza
2403,72,104537.22,-3.8079797,-38.496936,Fortaleza
2406,72,311769.64,-3.7253635,-38.4911697,Fortaleza
2407,72,133245.95,-3.8444033,-38.3915269,Aquiraz
2408,104,187230.85,-3.8444033,-38.3915269,Aquiraz
2409,63,124820.57,-3.8448094,-38.3935056,Aquiraz
2410,68,134182.11,-3.7484843,-38.4756068,Fortaleza
2416,56,165387.25,-3.7387716,-38.5047914,Fortaleza
2417,91,191911.62,-3.7387716,-38.5047914,Fortaleza
2418,70,126692.87,-3.7387716,-38.5047914,Fortaleza
2419,186,364164.01,-3.7387716,-38.5047914,Fortaleza
2421,161,347313.23,-3.7387716,-38.5047914,Fortaleza
2422,120,208138.3,-3.7387716,-38.5047914,Fortaleza
2423,76,141151.15,-3.7387716,-38.5047914,Fortaleza
2424,169,392249.89,-3.7387716,-38.5047914,Fortaleza
2425,220,481234.16,-3.7387716,-38.5047914,Fortaleza
2428,165,375162.57,-3.7387716,-38.5047914,Fortaleza
2429,148,308702.49,-3.7387716,-38.5047914,Fortaleza
2430,113,220792.29,-3.7387716,-38.5047914,Fortaleza
2431,91,271195.46,-3.7387716,-38.5047914,Fortaleza
2432,75,125725.51,-3.7387716,-38.5047914,Fortaleza
2433,55,76106.84,-3.7387716,-38.5047914,Fortaleza
2434,107,216750.92,-3.7387716,-38.5047914,Fortaleza
2435,91,467484.24,-3.7387716,-38.5047914,Fortaleza
2436,217,459526.93,-3.7387716,-38.5047914,Fortaleza
2437,69,127552.89,-3.7387716,-38.5047914,Fortaleza
2438,105,185597.89,-3.7387716,-38.5047914,Fortaleza
2439,83,205805.4,-3.7387716,-38.5047914,Fortaleza
2440,111,231230.1,-3.7387716,-38.5047914,Fortaleza
2441,87,177713.28,-3.7387716,-38.5047914,Fortaleza
2442,57,119203.64,-3.7387716,-38.5047914,Fortaleza
2443,121,249017.03,-3.7387716,-38.5047914,Fortaleza
2444,152,366785.24,-3.7387716,-38.5047914,Fortaleza
2446,185,369938.52,-3.7387716,-38.5047914,Fortaleza
2449,188,383953.69,-3.7387716,-38.5047914,Fortaleza
2450,129,222040.19,-3.7387716,-38.5047914,Fortaleza
2451,118,252291.7,-3.7387716,-38.5047914,Fortaleza
2453,95,204984.08,-3.7387716,-38.5047914,Fortaleza
2454,68,120869.99,-3.7387716,-38.5047914,Fortaleza
2456,106,192535.72,-3.7387716,-38.5047914,Fortaleza
2457,87,211857.33,-3.7387716,-38.5047914,Fortaleza
2458,94,164218.93,-3.7387716,-38.5047914,Fortaleza
2460,87,140384.44,-3.7387716,-38.5047914,Fortaleza
2461,95,193315.85,-3.7387716,-38.5047914,Fortaleza
2462,95,500877.48,-3.7387716,-38.5047914,Fortaleza
2463,84,187563.5,-3.7387716,-38.5047914,Fortaleza
2464,106,187230.85,-3.7387716,-38.5047914,Fortaleza
2465,90,184108.78,-3.7387716,-38.5047914,Fortaleza
2466,117,212194.96,-3.7387716,-38.5047914,Fortaleza
2467,63,77700.8,-3.7387716,-38.5047914,Fortaleza
2468,98,186977.78,-3.7387716,-38.5047914,Fortaleza
2469,78,143930.59,-3.7387716,-38.5047914,Fortaleza
2470,172,344259.18,-3.7387716,-38.5047914,Fortaleza
2471,177,360597.26,-3.7387716,-38.5047914,Fortaleza
2472,85,128542.4,-3.7387716,-38.5047914,Fortaleza
2473,80,197116.02,-3.7387716,-38.5047914,Fortaleza
2474,210,455202.83,-3.7387716,-38.5047914,Fortaleza
2475,158,339980.02,-3.7387716,-38.5047914,Fortaleza
2476,85,141027.58,-3.7387716,-38.5047914,Fortaleza
2478,80,173100.23,-3.7387716,-38.5047914,Fortaleza
2479,82,166935.34,-3.7387716,-38.5047914,Fortaleza
2480,113,184110.34,-3.7387716,-38.5047914,Fortaleza
2481,81,171097.79,-3.7387716,-38.5047914,Fortaleza
2482,67,184139.67,-3.7387716,-38.5047914,Fortaleza
2483,98,213444.73,-3.7387716,-38.5047914,Fortaleza
2485,72,121388.0,-3.7387716,-38.5047914,Fortaleza
2486,114,190351.36,-3.7387716,-38.5047914,Fortaleza
2488,221,466493.47,-3.7387716,-38.5047914,Fortaleza
2489,115,230678.39,-3.7387716,-38.5047914,Fortaleza
2490,101,142971.04,-3.7387716,-38.5047914,Fortaleza
2491,163,458403.54,-3.7387716,-38.5047914,Fortaleza
2492,141,274030.14,-3.7387716,-38.5047914,Fortaleza
2493,85,146352.11,-3.7387716,-38.5047914,Fortaleza
2494,112,230918.05,-3.7387716,-38.5047914,Fortaleza
2496,78,164687.94,-3.7387716,-38.5047914,Fortaleza
2497,80,196719.4,-3.7387716,-38.5047914,Fortaleza
2498,117,286199.83,-3.7387716,-38.5047914,Fortaleza
2499,79,121442.3,-3.7387716,-38.5047914,Fortaleza
2500,58,124820.57,-3.7387716,-38.5047914,Fortaleza
2501,116,247449.29,-3.7387716,-38.5047914,Fortaleza
2502,154,212893.34,-3.7387716,-38.5047914,Fortaleza
2504,126,359347.81,-3.7387716,-38.5047914,Fortaleza
2505,163,418457.52,-3.7387716,-38.5047914,Fortaleza
2506,164,403410.41,-3.7387716,-38.5047914,Fortaleza
2507,163,337670.84,-3.7387716,-38.5047914,Fortaleza
2508,88,171468.51,-3.7387716,-38.5047914,Fortaleza
2509,56,100852.52,-3.7387716,-38.5047914,Fortaleza
2510,89,140727.07,-3.7387716,-38.5047914,Fortaleza
